SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,OCCUPATION_TYPE,CNT_FAM_MEMBERS,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,REGION_POPULATION_RELATIVE,DAYS_REGISTRATION,DAYS_ID_PUBLISH
102627,0,Revolving loans,F,N,Y,1,112578,219440,5224.76,,State servant,Incomplete higher,Married,Municipal apartment,-11977,-2329,Medicine staff,3,Medicine,0.151823,0.299788,,0.077343,-209,-928
102628,0,Revolving loans,F,Y,N,0,81883,730711,22834.72,729907.0,Pensioner,Incomplete higher,Single / not married,House / apartment,-13768,-10690,Core staff,4,School,0.16346,0.313752,,0.021447,-5899,-794
102629,0,Cash loans,F,Y,N,0,16274,171534,5533.35,127598.0,Working,Lower secondary,Widow,Municipal apartment,-25057,-13828,Cooking staff,2,XNA,0.364629,0.497512,,0.053251,-6142,-3739
102630,0,Cash loans,F,N,N,0,76166,159835,3898.41,158218.0,Commercial associate,Incomplete higher,Widow,Municipal apartment,-13722,365243,Laborers,2,Construction,,0.567381,0.301858,0.032055,-7750,-1965
102631,0,Cash loans,M,N,Y,0,102059,216788,12043.78,207276.0,Pensioner,Lower secondary,Widow,Office apartment,-11606,-5710,Drivers,4,School,0.65887,0.633747,,0.06091,-3394,-976
102632,0,Revolving loans,F,N,N,2,177119,121347,10112.25,92424.0,State servant,Lower secondary,Separated,Office apartment,-20339,-11496,nan,3,Self-employed,0.114286,0.59987,,0.042255,-2505,-1228
102633,0,Cash loans,F,Y,N,2,34253,59525,4251.79,,Commercial associate,Academic degree,Separated,Co-op apartment,-18699,-1796,Cooking staff,2,Medicine,,0.667311,0.535085,0.019375,-2008,-4799
102634,0,Cash loans,F,Y,N,1,124090,44804,1357.7,34089.0,Pensioner,Lower secondary,Separated,House / apartment,-23236,-1528,Drivers,4,Business Entity Type 2,0.263307,0.310477,,0.075847,-3684,-3316
102635,1,Cash loans,F,N,N,1,228637,823088,24208.47,748237.0,Pensioner,Incomplete higher,Single / not married,Co-op apartment,-11466,-12689,Private service staff,3,XNA,0.144221,0.320966,0.426468,0.039539,-20155,-6927
102636,0,Revolving loans,M,N,Y,3,191668,474144,19756.0,430538.0,State servant,Incomplete higher,Civil marriage,Municipal apartment,-18707,-1485,Managers,3,Business Entity Type 3,0.262834,0.319366,,0.004427,-21642,-4532
102637,0,Cash loans,F,N,N,2,75642,188414,3925.29,174753.0,Pensioner,Higher education,Single / not married,Municipal apartment,-21403,-4939,Sales staff,1,Other,0.370483,0.567195,,0.002291,-3358,-2996
102638,0,Cash loans,F,Y,N,1,315270,401633,7046.19,337072.0,Working,Lower secondary,Civil marriage,Co-op apartment,-20953,-348,Cooking staff,2,XNA,0.204645,0.743014,,0.043321,-14589,-2856
102639,0,Revolving loans,F,N,N,3,124715,386405,22729.71,285478.0,Commercial associate,Lower secondary,Widow,With parents,-16157,-8479,Laborers,2,Government,0.185157,0.787059,,0.067958,-17163,-1668
102640,0,Revolving loans,F,N,N,1,154209,1726351,40147.7,1579781.0,Working,Academic degree,Single / not married,Co-op apartment,-21242,-13690,Cooking staff,2,Other,,0.237014,,0.003349,-16160,-2112
102641,0,Revolving loans,F,Y,Y,0,92290,362325,9534.87,281218.0,Commercial associate,Academic degree,Widow,Office apartment,-12553,-5671,Managers,2,Other,,0.694638,0.419564,0.0289,-6783,-1602
102642,0,Cash loans,F,N,N,0,50848,161573,5571.48,152537.0,State servant,Higher education,Separated,Co-op apartment,-15978,-9162,Cleaning staff,2,School,0.123164,0.117192,0.193227,0.008187,-18325,-1071
102643,0,Cash loans,M,Y,N,0,106001,278821,6484.21,248356.0,Pensioner,Higher education,Single / not married,Municipal apartment,-9909,-10526,Medicine staff,2,Self-employed,,0.1349,0.554605,0.04091,-14570,-3600
102644,0,Revolving loans,M,Y,N,0,27676,399366,10240.15,297722.0,Working,Academic degree,Civil marriage,Co-op apartment,-9287,-2546,nan,3,Self-employed,0.079106,0.421488,0.337948,0.026651,-16383,-1031
102645,0,Revolving loans,F,N,Y,1,28718,476241,36633.92,430058.0,Working,Incomplete higher,Civil marriage,House / apartment,-8204,-13690,Managers,2,School,0.243698,0.382591,,0.047012,-8249,-6516
102646,0,Revolving loans,M,N,N,0,196216,199253,7379.74,154920.0,Pensioner,Lower secondary,Single / not married,Co-op apartment,-24748,-1055,Accountants,3,Government,,0.558968,0.499553,0.021783,-16696,-4859
102647,0,Revolving loans,M,N,Y,2,42135,408327,14080.24,,Pensioner,Academic degree,Single / not married,With parents,-22786,-8418,Managers,3,Self-employed,,0.697619,0.44183,0.069486,-8259,-267
102648,1,Revolving loans,M,N,Y,0,93341,1156491,25141.11,1023542.0,Working,Academic degree,Separated,Office apartment,-23897,-1225,nan,2,Trade: type 7,,0.459401,0.161983,0.026836,-6614,-38
102649,0,Cash loans,M,N,Y,0,92532,57694,1648.4,57610.0,Pensioner,Secondary / secondary special,Single / not married,Office apartment,-13579,-3664,Cleaning staff,3,Self-employed,0.02396,0.463094,0.23762,0.071908,-18630,-1040
102650,1,Cash loans,M,N,N,0,143056,184618,4102.62,175534.0,Pensioner,Academic degree,Single / not married,Rented apartment,-11512,-14094,Cooking staff,2,Government,0.292511,0.465298,0.070476,0.002348,-11676,-4411
102651,0,Revolving loans,M,Y,N,0,114440,373314,15554.75,264954.0,Working,Higher education,Civil marriage,With parents,-20486,-5437,Drivers,2,Self-employed,0.082988,0.361867,0.187052,0.011169,-16743,-1039
102652,0,Cash loans,F,N,N,1,17899,18960,574.55,16177.0,Pensioner,Incomplete higher,Separated,Office apartment,-19233,-12811,Accountants,1,Business Entity Type 2,0.292142,0.440683,,0.021913,-16405,-4969
102653,0,Cash loans,F,Y,N,3,51637,809419,32376.76,647424.0,Working,Secondary / secondary special,Married,Rented apartment,-12230,-63,Cooking staff,4,Government,0.149769,0.293147,0.271927,0.010317,-17322,-4432
102654,0,Cash loans,F,Y,N,0,362180,343067,7796.98,335201.0,Commercial associate,Lower secondary,Widow,Rented apartment,-19082,-2097,Accountants,1,Construction,,0.623225,0.397839,0.011439,-10139,-329
102655,0,Revolving loans,M,N,N,0,62702,201556,13437.07,193571.0,Working,Lower secondary,Widow,With parents,-20001,-13389,Managers,2,School,0.120447,0.473769,,0.069708,-2361,-1959
102656,0,Cash loans,M,Y,Y,2,59941,826642,35940.96,819370.0,Commercial associate,Lower secondary,Civil marriage,Office apartment,-20135,-8024,Private service staff,2,XNA,0.102681,0.508318,0.293926,0.044204,-20061,-1515
102657,0,Revolving loans,F,N,Y,1,157766,279099,18606.6,204997.0,Pensioner,Lower secondary,Separated,With parents,-14608,-1361,Drivers,3,Construction,0.406481,0.24191,0.430111,0.000243,-6020,-6055
102658,0,Revolving loans,F,N,Y,1,303416,132783,2371.12,101162.0,State servant,Incomplete higher,Separated,Co-op apartment,-13053,-13103,Cleaning staff,1,School,,0.461185,,0.072793,-21337,-5712
102659,0,Cash loans,M,Y,Y,3,72231,174047,4703.97,168896.0,State servant,Higher education,Separated,House / apartment,-8632,-9991,nan,4,Trade: type 7,,0.186356,0.69501,0.064506,-3781,-4537
102660,0,Revolving loans,F,Y,Y,1,585363,484711,12428.49,348853.0,Working,Academic degree,Single / not married,Office apartment,-14476,-12789,Managers,2,Other,,0.531661,0.402752,0.064451,-24667,-1258
102661,0,Cash loans,F,Y,Y,0,50228,138409,5536.36,107106.0,Commercial associate,Incomplete higher,Civil marriage,With parents,-18869,-14563,Cooking staff,2,Business Entity Type 2,0.100399,0.257448,,0.040393,-13761,-4040
102662,0,Revolving loans,M,Y,N,0,101270,510178,8950.49,482705.0,Working,Incomplete higher,Married,Municipal apartment,-19638,365243,Managers,2,School,0.28703,0.597708,0.213794,0.066952,-5328,-4331
102663,0,Revolving loans,F,N,N,0,50249,807165,14413.66,595488.0,Pensioner,Lower secondary,Single / not married,With parents,-24159,-8341,Core staff,3,Self-employed,0.317999,0.440131,0.50376,0.068307,-22845,-1725
102664,0,Cash loans,F,Y,Y,1,70526,300176,7899.37,291661.0,Pensioner,Academic degree,Separated,Co-op apartment,-18393,-7168,Sales staff,3,Government,,0.135075,,0.076496,-22371,-5124
102665,0,Cash loans,M,N,N,1,441617,501442,,456265.0,State servant,Higher education,Widow,House / apartment,-16655,-3846,Medicine staff,3,Other,0.187317,0.771115,,0.060376,-6166,-5302
102666,0,Revolving loans,F,N,N,1,225692,606853,16857.03,557916.0,Working,Lower secondary,Married,With parents,-24439,-6544,Medicine staff,1,Self-employed,,0.7954,,0.001751,-22460,-4500
102667,0,Cash loans,F,Y,N,0,97500,245582,7674.44,176988.0,Commercial associate,Higher education,Married,Office apartment,-15085,-10596,Medicine staff,2,Construction,0.071966,,0.358101,0.060222,-12751,-4470
102668,0,Cash loans,F,N,Y,0,152152,307101,6267.37,273715.0,State servant,Incomplete higher,Single / not married,Rented apartment,-12473,-14962,Cooking staff,2,XNA,,0.37014,,0.022764,-17045,-4822
102669,0,Revolving loans,M,N,N,0,55134,168930,12994.62,155153.0,Commercial associate,Lower secondary,Single / not married,Office apartment,-16899,-13860,Medicine staff,3,Other,0.01786,0.456775,0.265648,0.048831,-22535,-498
102670,0,Revolving loans,M,N,N,3,61752,2233283,111664.15,1784370.0,Pensioner,Higher education,Civil marriage,Municipal apartment,-18375,-13106,Medicine staff,4,Self-employed,0.305526,0.725251,,0.021658,-1975,-4965
102671,0,Revolving loans,F,N,N,3,65807,390507,14463.22,367085.0,Working,Lower secondary,Single / not married,Co-op apartment,-20267,-1226,Sales staff,3,School,0.660265,,,0.058389,-10661,-6755
102672,1,Cash loans,F,Y,Y,0,78139,199797,3632.67,144156.0,Working,Lower secondary,Married,Co-op apartment,-19098,-4896,Accountants,2,Other,0.243332,0.682164,,0.018923,-24967,-466
102673,0,Cash loans,M,Y,Y,3,33221,95603,1803.83,81766.0,Pensioner,Higher education,Separated,Municipal apartment,-22974,-9067,Drivers,3,School,0.248423,0.498921,0.131965,0.048542,-781,-1176
102674,0,Revolving loans,F,N,N,0,206041,665685,12327.5,492409.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-8981,-3847,nan,2,XNA,0.06605,0.37869,0.55542,0.010025,-11064,-1772
102675,0,Revolving loans,M,Y,Y,1,58158,1230933,30022.76,1138359.0,Pensioner,Lower secondary,Civil marriage,Rented apartment,-13195,-5359,Cleaning staff,4,School,0.325072,0.239679,,0.034992,-6365,-5526
102676,0,Revolving loans,F,Y,Y,2,56367,62832,1365.91,50257.0,Working,Incomplete higher,Civil marriage,Co-op apartment,-21970,-11420,nan,2,XNA,,0.648786,0.256038,0.011304,-8314,-5085
102677,0,Cash loans,F,N,N,0,166657,771925,13309.05,624417.0,State servant,Academic degree,Married,Rented apartment,-10499,-9183,Sales staff,1,Business Entity Type 2,0.28445,0.421859,,0.043815,-21478,-6848
102678,0,Revolving loans,F,N,Y,1,30105,65247,1591.39,65227.0,Commercial associate,Academic degree,Civil marriage,With parents,-23910,365243,Cleaning staff,3,Business Entity Type 2,,0.46725,0.087679,0.006846,-6330,-2425
102679,0,Revolving loans,F,Y,N,1,98488,96667,3118.29,92205.0,Working,Secondary / secondary special,Widow,Office apartment,-11281,-6925,Accountants,2,Construction,0.191066,0.634258,0.276938,0.048906,-10010,-6884
102680,0,Cash loans,M,Y,N,0,16861,1029697,46804.41,842771.0,Commercial associate,Lower secondary,Married,House / apartment,-19012,-14687,Drivers,2,Medicine,,0.640299,0.243014,0.069957,-19477,-1418
102681,0,Cash loans,F,Y,N,3,199559,48541,970.82,,State servant,Secondary / secondary special,Single / not married,Office apartment,-18107,-9221,Accountants,2,Business Entity Type 2,0.064028,0.494187,0.487295,0.036637,-5683,-5492
102682,0,Revolving loans,M,N,Y,2,150192,231667,5265.16,211198.0,Pensioner,Lower secondary,Separated,With parents,-23641,-263,Core staff,4,Other,,0.424464,,0.021878,-5797,-3525
102683,0,Revolving loans,F,Y,N,0,77063,648818,,512162.0,Commercial associate,Lower secondary,Single / not married,House / apartment,-11220,-3037,Managers,3,Medicine,0.299964,0.488657,0.342544,0.00625,-12468,-835
102684,0,Revolving loans,F,N,Y,0,40798,720078,21178.76,623419.0,Working,Academic degree,Separated,Municipal apartment,-16625,-13077,nan,3,Business Entity Type 3,0.151709,0.297067,0.27508,0.04859,-8871,-3291
102685,0,Revolving loans,M,Y,N,0,25498,1754648,56601.55,1228675.0,Working,Incomplete higher,Widow,Rented apartment,-21449,-10972,Private service staff,1,Construction,0.105908,0.392799,0.229391,0.007071,-22784,-379
102686,0,Cash loans,M,Y,N,0,113061,370356,30863.0,317771.0,Commercial associate,Lower secondary,Civil marriage,Office apartment,-14757,-2417,Sales staff,1,Other,0.007466,0.642592,0.115622,0.010004,-7075,-61
102687,0,Cash loans,F,Y,N,2,83567,540514,15443.26,507807.0,State servant,Academic degree,Single / not married,Municipal apartment,-8222,-7235,Managers,2,Self-employed,0.383167,0.343992,,0.009052,-22404,-3831
102688,0,Revolving loans,M,N,N,1,30448,73289,1787.54,,Pensioner,Higher education,Separated,House / apartment,-11659,365243,nan,3,Construction,0.31116,0.374381,0.41587,0.020738,-6520,-2512
102689,0,Revolving loans,F,N,N,0,27826,198957,6029.0,168666.0,State servant,Lower secondary,Separated,Co-op apartment,-11614,-4211,nan,4,Medicine,0.317136,0.859715,0.423991,0.053132,-10648,-5284
102690,0,Revolving loans,F,N,N,3,218320,272016,7351.78,233432.0,Working,Higher education,Separated,Rented apartment,-17332,-5461,Cleaning staff,3,Self-employed,,0.438923,0.257831,0.055477,-24523,-2990
102691,0,Cash loans,F,N,Y,2,194835,500491,10648.74,420847.0,Commercial associate,Lower secondary,Civil marriage,Co-op apartment,-15133,-12475,nan,4,Business Entity Type 3,0.176561,0.58624,0.426853,0.073674,-5826,-1303
102692,0,Cash loans,F,Y,N,1,26572,28106,702.65,27561.0,Commercial associate,Higher education,Civil marriage,With parents,-19063,-11803,Cleaning staff,3,Government,,0.602945,,0.025848,-3653,-3735
102693,0,Cash loans,F,N,Y,1,208897,149813,3942.45,121057.0,State servant,Academic degree,Single / not married,Co-op apartment,-8203,-5224,Drivers,4,XNA,0.607422,0.448044,,0.030418,-21640,-2532
102694,0,Cash loans,M,Y,N,3,62160,191322,5170.86,176089.0,Commercial associate,Secondary / secondary special,Married,With parents,-18930,-7109,Accountants,1,Construction,,0.816607,0.238657,0.047503,-5844,-2795
102695,0,Cash loans,F,Y,N,1,56238,229234,4245.07,206264.0,State servant,Academic degree,Separated,House / apartment,-15237,-375,Laborers,2,Business Entity Type 3,,0.343525,0.235639,0.005451,-199,-455
102696,0,Cash loans,M,Y,N,1,118659,104809,2620.22,102598.0,State servant,Higher education,Single / not married,With parents,-17008,-9547,Sales staff,2,Government,,0.745328,0.404847,0.033963,-16648,-6767
102697,0,Revolving loans,F,Y,N,0,165728,445850,7961.61,374393.0,Commercial associate,Incomplete higher,Married,With parents,-10352,-11754,Medicine staff,2,Other,0.099889,0.699379,0.350573,0.078082,-11730,-575
102698,0,Cash loans,M,N,N,1,49372,67511,1377.78,58927.0,Pensioner,Higher education,Separated,Municipal apartment,-10915,-2477,Drivers,3,Other,0.054949,0.378042,0.705683,0.0481,-24490,-2631
102699,0,Cash loans,F,Y,Y,1,275594,437605,,353813.0,Commercial associate,Incomplete higher,Separated,Co-op apartment,-17433,-5231,Cooking staff,3,Self-employed,,0.460982,,0.009387,-465,-2267
102700,0,Cash loans,M,Y,N,0,206759,444961,31782.93,419987.0,Working,Incomplete higher,Widow,Rented apartment,-12397,-11293,Accountants,1,Construction,0.39462,0.258635,,0.043898,-21456,-5389
102701,0,Revolving loans,F,N,Y,0,117103,465160,10336.89,337862.0,State servant,Incomplete higher,Separated,Co-op apartment,-18895,-11835,Managers,2,Business Entity Type 2,0.199351,0.717945,,0.074632,-7623,-5453
102702,0,Cash loans,F,N,N,3,597238,767065,13225.26,548668.0,State servant,Lower secondary,Married,With parents,-19845,-11284,Medicine staff,2,Government,0.488748,0.694109,0.333188,0.024487,-2260,-6140
102703,0,Revolving loans,F,N,Y,0,57141,797554,20988.26,610780.0,Working,Secondary / secondary special,Separated,Municipal apartment,-8431,-9330,Accountants,3,Construction,0.265985,0.196289,0.154347,0.026696,-3392,-4815
102704,0,Cash loans,F,Y,Y,0,31600,87227,2028.53,77230.0,State servant,Lower secondary,Widow,Co-op apartment,-23604,-13360,Managers,2,Other,,0.56981,0.331836,0.008861,-11090,-2332
102705,0,Revolving loans,M,Y,Y,2,148058,37910,1579.58,31993.0,Commercial associate,Higher education,Single / not married,Office apartment,-21617,-13939,Managers,3,Other,,0.566933,0.250326,0.004999,-1500,-5576
102706,1,Revolving loans,M,N,Y,1,105312,112074,1966.21,96024.0,State servant,Academic degree,Married,Office apartment,-18504,-4625,Cooking staff,3,XNA,,0.444144,,0.033887,-3928,-2260
102707,0,Revolving loans,M,Y,N,2,92973,1287280,39008.48,1021079.0,Pensioner,Academic degree,Single / not married,House / apartment,-10388,-11177,Laborers,2,Other,0.248988,0.703635,0.437697,0.077256,-18723,-5443
102708,0,Revolving loans,F,N,N,1,59274,356183,7269.04,263791.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-15346,-4958,Medicine staff,4,Medicine,0.611141,0.293947,,0.031424,-24713,-5138
102709,1,Revolving loans,M,Y,Y,1,137071,40723,1939.19,28836.0,Pensioner,Lower secondary,Civil marriage,Co-op apartment,-9398,-8673,Cooking staff,4,Trade: type 7,,0.57166,0.613737,0.042016,-6583,-2676
102710,0,Cash loans,F,Y,Y,1,818236,660692,14057.28,591049.0,Commercial associate,Academic degree,Separated,Office apartment,-10355,-12755,Core staff,3,Construction,,0.195665,,0.017559,-7288,-4114
102711,0,Revolving loans,M,N,Y,0,91278,389171,12972.37,380801.0,Commercial associate,Secondary / secondary special,Civil marriage,Rented apartment,-23808,-3838,Sales staff,2,Other,,0.797662,0.184905,0.012046,-6603,-3391
102712,0,Revolving loans,F,Y,Y,1,217817,233111,8965.81,189208.0,State servant,Incomplete higher,Married,House / apartment,-17273,-9172,Private service staff,3,XNA,,0.469367,0.530191,0.021512,-9804,-485
102713,0,Cash loans,F,N,N,0,29250,480445,26691.39,400348.0,Commercial associate,Higher education,Married,With parents,-18762,365243,Cooking staff,4,Medicine,,0.137218,,0.02,-21648,-2511
102714,0,Cash loans,M,Y,N,0,131494,546602,10717.69,502541.0,Commercial associate,Lower secondary,Married,Rented apartment,-17940,-10805,Sales staff,2,Self-employed,0.233822,0.625205,,0.067274,-10348,-5823
102715,0,Cash loans,F,Y,Y,2,58305,263938,10557.52,192755.0,State servant,Academic degree,Single / not married,Office apartment,-13168,-4421,Cooking staff,1,School,0.391828,0.764604,0.348783,0.062232,-21772,-60
102716,0,Cash loans,M,N,N,3,192941,467052,12973.67,434058.0,State servant,Secondary / secondary special,Single / not married,Office apartment,-21014,-3119,Cleaning staff,3,Business Entity Type 2,0.55579,0.598762,0.455767,0.044,-11388,-4383
102717,0,Revolving loans,F,N,N,1,119767,367561,8168.02,285590.0,State servant,Academic degree,Married,Rented apartment,-22574,-11428,Laborers,4,Medicine,0.42017,0.446387,0.279748,0.054757,-10907,-5353
102718,0,Revolving loans,F,Y,Y,1,133995,565017,12841.3,,Working,Academic degree,Separated,Rented apartment,-15571,-5057,Managers,2,Construction,0.075919,0.799344,0.323871,0.019719,-23442,-5012
102719,0,Revolving loans,M,Y,Y,2,582989,324485,9832.88,250383.0,Working,Lower secondary,Single / not married,Office apartment,-13014,-12781,Cleaning staff,2,Other,0.400702,0.518297,,0.077552,-7996,-3107
102720,0,Cash loans,M,Y,Y,1,538237,210753,6021.51,203047.0,Commercial associate,Incomplete higher,Civil marriage,Municipal apartment,-15773,-14942,Managers,4,Other,0.120948,0.191773,,0.008036,-14764,-6366
102721,0,Revolving loans,M,N,N,0,28792,102403,2560.07,88240.0,Commercial associate,Secondary / secondary special,Widow,With parents,-12157,-4478,Cooking staff,3,Self-employed,,0.373366,0.617315,0.037682,-23360,-6710
102722,0,Cash loans,M,Y,Y,2,12031,649221,,518253.0,Working,Higher education,Single / not married,House / apartment,-21610,365243,Laborers,3,Government,0.17027,0.6829,,0.04123,-14117,-6502
102723,0,Revolving loans,F,N,Y,2,62934,323529,12443.42,302525.0,Working,Academic degree,Civil marriage,House / apartment,-22949,-12754,Accountants,1,XNA,0.008207,0.338601,,0.036534,-1732,-3073
102724,0,Revolving loans,M,N,Y,0,36559,175053,4606.66,122885.0,Commercial associate,Higher education,Married,Municipal apartment,-21792,-3005,Medicine staff,2,Medicine,0.200948,0.403417,0.092936,0.055991,-7543,-1611
102725,0,Revolving loans,F,Y,Y,0,81158,493027,13325.05,358086.0,Working,Incomplete higher,Civil marriage,With parents,-20908,-6226,Drivers,3,School,0.157941,0.513807,,0.064776,-3154,-3064
102726,0,Cash loans,M,Y,N,0,119837,176619,5887.3,169921.0,Working,Incomplete higher,Separated,Municipal apartment,-11670,-10922,Managers,2,School,0.10822,0.227073,0.344199,0.064032,-15297,-91
102727,0,Revolving loans,M,Y,N,0,37196,294003,8400.09,290333.0,Commercial associate,Lower secondary,Married,Municipal apartment,-11804,-8898,Managers,3,Other,,0.592755,0.29861,0.046078,-18292,-5999
102728,0,Cash loans,M,N,N,1,335676,139853,9323.53,123038.0,Pensioner,Incomplete higher,Single / not married,Rented apartment,-10172,-7877,Core staff,4,School,,0.334257,0.376883,0.003407,-16796,-5338
102729,0,Revolving loans,M,N,Y,1,34965,505460,12636.5,467177.0,Pensioner,Incomplete higher,Married,Co-op apartment,-10252,-12871,nan,4,Business Entity Type 2,,0.308573,,0.04263,-18164,-5824
102730,0,Revolving loans,M,N,N,0,86969,577411,44416.23,497310.0,Commercial associate,Higher education,Civil marriage,Municipal apartment,-24634,-12370,Medicine staff,1,Government,,0.64845,0.79335,0.051162,-6415,-2851
102731,0,Cash loans,F,N,N,0,59899,351190,27014.62,280089.0,State servant,Academic degree,Separated,Rented apartment,-22198,-14610,Managers,1,Government,0.550117,0.393453,0.233987,0.076565,-19631,-249
102732,0,Cash loans,M,N,N,0,354023,422972,11130.84,323166.0,Commercial associate,Lower secondary,Civil marriage,Co-op apartment,-9063,-2290,Sales staff,4,XNA,0.39917,0.582562,0.333295,0.005558,-9193,-6476
102733,0,Revolving loans,F,Y,Y,1,62351,182613,5217.51,159903.0,State servant,Secondary / secondary special,Widow,Office apartment,-14352,-13495,Sales staff,3,Business Entity Type 3,0.608412,0.780312,,0.053101,-7480,-655
102734,1,Revolving loans,M,Y,Y,2,110946,97319,3355.83,,Commercial associate,Academic degree,Single / not married,Municipal apartment,-11997,-6467,Laborers,2,Business Entity Type 2,0.244746,0.469602,0.275251,0.054539,-4866,-1602
102735,0,Revolving loans,M,Y,N,0,182249,408737,9289.48,317549.0,Working,Secondary / secondary special,Separated,Rented apartment,-9385,-12017,Cleaning staff,1,Self-employed,,0.660543,0.438048,0.031029,-24934,-4642
102736,0,Cash loans,F,N,Y,0,79130,161262,2780.38,139912.0,Working,Secondary / secondary special,Married,Rented apartment,-7579,-8102,Sales staff,3,Medicine,0.284033,0.212217,,0.009532,-3534,-1345
102737,0,Cash loans,M,N,N,0,78722,169974,3616.47,168184.0,Commercial associate,Higher education,Married,With parents,-13161,-4893,Drivers,3,Business Entity Type 3,0.392286,0.604327,0.271967,0.027006,-15831,-2972
102738,0,Revolving loans,F,Y,Y,0,130152,328850,6996.81,278582.0,State servant,Higher education,Single / not married,Municipal apartment,-8623,-12114,Private service staff,2,School,,0.49049,0.235452,0.042201,-16281,-268
102739,0,Revolving loans,M,N,N,0,48599,71506,1459.31,68207.0,Commercial associate,Academic degree,Separated,Municipal apartment,-13556,-12375,Private service staff,3,Other,0.403519,0.510615,0.070232,0.005039,-8759,-5433
102740,1,Cash loans,F,Y,Y,0,42489,364273,8094.96,282710.0,Commercial associate,Higher education,Civil marriage,Office apartment,-14695,-1218,Private service staff,2,XNA,0.323238,0.630403,0.290003,0.014355,-7487,-1308
102741,0,Cash loans,F,N,N,1,62788,3080248,162118.32,3011395.0,Commercial associate,Secondary / secondary special,Married,Co-op apartment,-16563,-4665,Cleaning staff,1,Self-employed,0.381795,,0.238126,0.012584,-11878,-1222
102742,0,Cash loans,F,Y,Y,0,136284,883813,33992.81,652317.0,State servant,Secondary / secondary special,Single / not married,Rented apartment,-15272,-9691,Private service staff,2,School,,0.356556,,0.031393,-9615,-1507
102743,0,Cash loans,F,N,Y,1,35390,714546,25519.5,666008.0,Commercial associate,Lower secondary,Widow,Co-op apartment,-15045,-5803,Laborers,2,Business Entity Type 3,0.554419,0.496165,,0.010149,-8525,-6496
102744,0,Cash loans,M,N,Y,1,139027,497009,9203.87,358991.0,Pensioner,Academic degree,Widow,Rented apartment,-11273,-10600,Cooking staff,3,Business Entity Type 3,0.154318,0.562185,,0.023448,-662,-2614
102745,0,Revolving loans,F,Y,N,1,67226,25160,1572.5,18811.0,Commercial associate,Lower secondary,Married,Office apartment,-7468,-1589,Laborers,1,Self-employed,0.12612,0.134913,0.340224,0.038439,-8410,-5086
102746,0,Cash loans,M,N,N,1,154612,364554,7756.47,255596.0,Working,Higher education,Single / not married,Co-op apartment,-12564,-6482,Laborers,3,Construction,0.3763,0.814155,,0.059596,-24282,-1444
102747,0,Revolving loans,F,N,N,3,185289,306889,5901.71,283687.0,Commercial associate,Academic degree,Civil marriage,Municipal apartment,-13556,-9068,Sales staff,1,Business Entity Type 3,0.088776,0.467237,,0.07592,-3333,-4111
102748,0,Revolving loans,M,Y,Y,2,517911,203096,9231.64,143276.0,Pensioner,Incomplete higher,Widow,Municipal apartment,-18856,-12846,nan,2,XNA,,0.595744,,0.054321,-20816,-1291
102749,0,Cash loans,F,N,N,0,62512,1104103,48004.48,924712.0,Working,Lower secondary,Single / not married,Co-op apartment,-14086,-4210,Accountants,2,Government,0.53516,0.533835,0.510355,0.051763,-6170,-3318
102750,0,Revolving loans,M,N,Y,1,110172,915635,19075.73,896243.0,Commercial associate,Secondary / secondary special,Married,Office apartment,-24809,-13563,Accountants,3,Self-employed,,0.363853,0.21329,0.060993,-16462,-2647
102751,0,Cash loans,M,Y,N,3,49159,446361,15391.76,370311.0,State servant,Lower secondary,Civil marriage,Rented apartment,-9936,-2365,Sales staff,4,Self-employed,0.146962,0.309483,0.652985,0.019985,-22666,-4530
102752,0,Cash loans,F,Y,Y,2,269850,199139,4857.05,179285.0,State servant,Higher education,Widow,Municipal apartment,-9384,-10510,Private service staff,3,XNA,0.263446,0.696641,0.137273,0.063638,-19394,-4670
102753,0,Cash loans,F,Y,Y,2,292788,281022,12773.73,259483.0,Working,Academic degree,Single / not married,House / apartment,-22316,-12813,Private service staff,3,Medicine,0.335847,0.162111,0.0916,0.010927,-11934,-1776
102754,0,Revolving loans,F,N,Y,3,146514,170169,5156.64,,Pensioner,Secondary / secondary special,Separated,House / apartment,-20357,365243,Medicine staff,3,Trade: type 7,0.276076,0.829885,,0.074369,-23697,-847
102755,0,Cash loans,M,Y,N,3,259952,343306,,327593.0,Pensioner,Lower secondary,Civil marriage,Rented apartment,-9844,-13806,Core staff,2,Self-employed,0.320491,0.374252,0.215899,0.03932,-16372,-2474
102756,0,Cash loans,F,Y,Y,2,95930,855524,19443.73,676632.0,Working,Lower secondary,Civil marriage,Rented apartment,-21352,365243,Private service staff,3,Medicine,,0.809447,0.759647,0.023334,-3454,-4078
